,submission_status,work_rate,extra_time_min,average_answer_time_in_min,progress_percent
2016,passed,fast,0.0,243.59999999999997,42.0
2017,passed,slow,4159.8,4339.8,42.0
2018,passed,normal,0.0,102.6,42.0
2019,passed,fast,0.0,61.800000000000004,42.0
2020,passed,slow,3.0,183.0,42.0
2021,passed,slow,1359.0000000000002,1719.0000000000002,42.0
2022,passed,slow,1572.6000000000001,1752.6000000000001,42.0
2023,passed,slow,776.4000000000001,956.4000000000001,42.0
2024,passed,fast,0.0,57.00000000000001,42.0
2025,passed,normal,0.0,137.4,42.0
2026,passed,slow,37.19999999999999,397.2,42.0
2027,passed,slow,2379.6000000000004,2739.6000000000004,42.0
2028,passed,slow,174.0,534.0,49.0
2029,passed,slow,84.60000000000002,444.6,49.0
2030,passed,slow,778.1999999999998,1138.1999999999998,49.0
2031,passed,slow,1084.8000000000002,1264.8000000000002,49.0
2032,passed,slow,1130.4,1490.4,49.0
2033,passed,slow,135.59999999999997,495.59999999999997,49.0
2034,passed,slow,6440.400000000001,6800.400000000001,49.0
2035,passed,normal,0.0,168.0,49.0
2036,passed,slow,1174.8000000000002,1534.8000000000002,49.0
2037,passed,normal,0.0,109.80000000000001,49.0
2038,passed,slow,1046.4,1406.4,49.0
2039,passed,slow,598.8000000000001,958.8000000000001,49.0
2040,passed,slow,387.29999999999995,747.3,49.0
2041,passed,slow,1011.0,1371.0,49.0
2042,passed,slow,775.8,1315.8,49.0
2043,passed,slow,714.6,894.6,49.0
2044,passed,slow,2755.8,2935.8,49.0
2045,passed,slow,594.6,954.6,49.0
2046,passed,fast,0.0,50.400000000000006,49.0
2047,passed,slow,1431.3,1791.3,49.0
2048,passed,fast,0.0,57.00000000000001,49.0
2049,passed,fast,0.0,28.200000000000003,49.0
2050,passed,slow,1141.2,1321.2,49.0
2051,passed,slow,2164.2,2344.2,49.0
2052,passed,slow,387.0000000000001,747.0000000000001,49.0
2053,passed,slow,1082.3999999999999,1442.3999999999999,49.0
2054,passed,slow,1008.6000000000001,1368.6000000000001,33.0
2055,passed,slow,643.8000000000001,823.8000000000001,33.0
2056,passed,slow,1286.4,1646.4,33.0
2057,passed,slow,1081.8000000000002,1441.8000000000002,33.0
2058,passed,slow,196.19999999999993,556.1999999999999,33.0
2059,passed,slow,1383.0,1743.0,33.0
2060,passed,slow,454.80000000000007,994.8000000000001,33.0
2061,passed,slow,887.3999999999999,1067.3999999999999,33.0
2062,passed,slow,825.0,1005.0,33.0
2063,passed,slow,1156.2,1516.2,33.0
2064,passed,slow,1968.6000000000004,2148.6000000000004,33.0
2065,passed,slow,574.8,934.8,33.0
2066,passed,slow,1334.4,1514.4,33.0
2067,passed,slow,1144.2,1324.2,33.0
2068,passed,slow,1225.2,1405.2,33.0
2069,passed,slow,417.0,597.0,33.0
2070,passed,slow,493.80000000000007,853.8000000000001,33.0
2071,passed,slow,999.5999999999999,1359.6,33.0
2072,passed,slow,724.8000000000002,1084.8000000000002,33.0
2073,passed,slow,1194.0000000000002,1374.0000000000002,33.0
2074,passed,slow,264.6,624.6,33.0
2075,passed,slow,954.5999999999999,1314.6,33.0
2076,passed,slow,377.70000000000005,737.7,33.0
2077,passed,fast,0.0,51.00000000000001,33.0
2078,passed,slow,167.10000000000002,707.1,33.0
2079,passed,slow,819.0000000000001,999.0000000000001,33.0
2080,passed,slow,1912.8000000000002,2092.8,33.0
2081,passed,normal,0.0,303.0,33.0
2082,passed,slow,543.0,723.0,33.0
2083,passed,slow,672.6000000000001,1032.6000000000001,33.0
2084,passed,slow,910.2,1090.2,33.0
2085,passed,slow,940.8,1120.8,33.0
2086,passed,slow,627.0000000000001,807.0000000000001,33.0
2087,passed,slow,1051.8000000000002,1231.8000000000002,33.0
2088,passed,slow,370.79999999999995,730.8,33.0
2089,passed,slow,906.0,1266.0,33.0
2090,passed,slow,63.0,423.0,39.0
2091,passed,normal,0.0,177.0,39.0
2092,passed,slow,341.4,701.4,39.0
2093,passed,slow,994.8000000000002,1174.8000000000002,39.0
2094,passed,slow,802.5,1162.5,39.0
2095,passed,slow,1055.7,1415.7,39.0
2096,passed,slow,766.8000000000002,1126.8000000000002,39.0
2097,passed,slow,508.20000000000005,868.2,39.0
2098,passed,slow,88.05000000000007,628.0500000000001,39.0
2099,passed,slow,985.2,1165.2,39.0
2100,passed,slow,972.6000000000001,1152.6000000000001,39.0
2101,passed,fast,0.0,97.8,39.0
2102,passed,slow,905.4000000000001,1085.4,39.0
2103,passed,slow,848.1000000000001,1208.1000000000001,39.0
2104,passed,slow,1281.0,1461.0,39.0
2105,passed,slow,869.4000000000001,1049.4,39.0
2106,passed,slow,1011.5999999999999,1191.6,39.0
2107,passed,slow,902.3999999999999,1082.3999999999999,39.0
2108,passed,slow,2026.8000000000002,2386.8,39.0
2109,passed,slow,3773.3999999999996,4133.4,39.0
2110,passed,slow,1905.6,2265.6,35.0
2111,passed,slow,193.8,373.8,35.0
2112,passed,slow,558.6,918.6,35.0
2113,passed,slow,972.6000000000001,1332.6000000000001,35.0
2114,passed,normal,0.0,275.4,35.0
2115,passed,slow,5656.8,6016.8,35.0
2116,passed,fast,0.0,164.4,35.0
2117,passed,slow,796.1999999999999,976.1999999999999,35.0
2118,passed,slow,1232.3999999999999,1412.3999999999999,35.0
2119,passed,slow,998.4000000000001,1358.4,35.0
2120,passed,slow,1256.1000000000001,1436.1000000000001,35.0
2121,passed,slow,709.8000000000002,1069.8000000000002,35.0
2122,passed,slow,718.2,898.2,35.0
2123,passed,slow,776.4000000000001,956.4000000000001,35.0
2124,passed,slow,966.5999999999999,1146.6,35.0
2125,passed,slow,1021.2,1201.2,35.0
2126,passed,slow,999.0000000000002,1359.0000000000002,35.0
2127,passed,slow,968.4000000000001,1328.4,35.0
2128,passed,normal,0.0,274.20000000000005,47.0
2129,passed,fast,0.0,9.6,47.0
2130,passed,slow,240.59999999999997,420.59999999999997,47.0
2131,passed,normal,0.0,335.4,47.0
2132,passed,fast,0.0,129.60000000000002,47.0
2133,passed,fast,0.0,130.8,47.0
2134,passed,fast,0.0,57.00000000000001,47.0
2135,passed,fast,0.0,144.0,47.0
2136,passed,fast,0.0,52.800000000000004,47.0
2137,passed,fast,0.0,160.8,47.0
2138,passed,normal,0.0,276.0,47.0
2139,passed,normal,0.0,253.2,47.0
2140,passed,fast,0.0,111.0,47.0
2141,passed,fast,0.0,67.575,47.0
2142,passed,normal,0.0,75.0,47.0
2143,passed,normal,0.0,153.0,47.0
2144,passed,fast,0.0,103.8,47.0
2145,passed,fast,0.0,13.200000000000001,47.0
2146,passed,fast,0.0,15.0,47.0
2147,passed,fast,0.0,52.2,47.0
2148,passed,slow,15.0,195.0,47.0
2149,passed,fast,0.0,54.0,47.0
2150,passed,fast,0.0,39.0,47.0
2151,passed,slow,33.0,393.0,47.0
2152,passed,fast,0.0,118.8,47.0
2153,passed,slow,118.80000000000001,298.8,21.0
2154,passed,slow,16.799999999999983,196.79999999999998,21.0
2155,passed,normal,0.0,248.39999999999998,21.0
2156,passed,slow,52.5,232.5,21.0
2157,passed,normal,0.0,263.4,21.0
2158,passed,normal,0.0,178.20000000000002,21.0
2159,passed,slow,170.39999999999998,350.4,21.0
2160,passed,slow,38.400000000000006,218.4,21.0
2161,passed,slow,141.60000000000002,321.6,21.0
2162,passed,fast,0.0,193.20000000000002,21.0
2163,passed,fast,0.0,52.800000000000004,21.0
2164,passed,slow,57.599999999999994,237.6,57.0
2165,passed,normal,0.0,109.80000000000001,57.0
2166,passed,slow,24.0,204.0,57.0
2167,passed,fast,0.0,306.0,57.0
2168,passed,fast,0.0,180.6,57.0
2169,passed,normal,0.0,285.0,57.0
2170,passed,fast,0.0,147.6,57.0
2171,passed,slow,101.40000000000003,281.40000000000003,57.0
2172,passed,slow,13.199999999999989,373.2,57.0
2173,passed,fast,0.0,154.8,57.0
2174,passed,fast,0.0,57.00000000000001,57.0
2175,passed,normal,0.0,178.8,57.0
2176,passed,fast,0.0,138.6,57.0
2177,passed,slow,271.8,451.8,57.0
2178,passed,fast,0.0,11.4,57.0
2179,passed,fast,0.0,40.800000000000004,57.0
2180,passed,fast,0.0,69.6,57.0
2181,passed,fast,0.0,58.800000000000004,57.0
2182,passed,fast,0.0,205.8,57.0
2183,passed,normal,0.0,127.8,57.0
2184,passed,fast,0.0,12.600000000000001,57.0
2185,passed,fast,0.0,209.4,57.0
2186,passed,fast,0.0,45.0,57.0
2187,passed,fast,0.0,127.8,57.0
2188,passed,slow,38.400000000000006,218.4,57.0
2189,passed,normal,0.0,176.4,57.0
2190,passed,fast,0.0,16.200000000000003,57.0
2191,passed,slow,11.400000000000006,191.4,57.0
2192,passed,fast,0.0,139.2,57.0
2193,passed,fast,0.0,178.8,57.0
2194,passed,normal,0.0,452.7,22.0
2195,passed,slow,65.99999999999997,245.99999999999997,22.0
2196,passed,normal,0.0,178.8,22.0
2197,passed,fast,0.0,213.6,22.0
2198,passed,slow,267.6,447.6,22.0
2199,passed,fast,0.0,139.8,22.0
2200,passed,slow,66.60000000000002,246.60000000000002,22.0
2201,passed,normal,0.0,94.2,22.0
2202,passed,fast,0.0,26.400000000000002,22.0
2203,passed,normal,0.0,108.60000000000001,22.0
2204,passed,fast,0.0,67.8,22.0
2205,passed,fast,0.0,17.400000000000002,22.0
2206,passed,normal,0.0,134.4,43.0
2207,passed,fast,0.0,218.4,43.0
2208,passed,normal,0.0,264.6,43.0
2209,passed,normal,0.0,240.6,43.0
2210,passed,slow,149.40000000000003,329.40000000000003,43.0
2211,passed,normal,0.0,282.6,43.0
2212,passed,slow,119.40000000000003,299.40000000000003,43.0
2213,passed,normal,0.0,240.0,43.0
2214,passed,normal,0.0,286.8,43.0
2215,passed,fast,0.0,14.4,43.0
2216,passed,fast,0.0,168.6,43.0
2217,passed,fast,0.0,216.0,43.0
2218,passed,normal,0.0,122.99999999999999,43.0
2219,passed,fast,0.0,21.000000000000004,43.0
2220,passed,fast,0.0,113.39999999999999,43.0
2221,passed,slow,390.0,570.0,43.0
2222,passed,slow,162.60000000000002,522.6,43.0
2223,passed,normal,0.0,147.6,43.0
2224,passed,normal,0.0,155.39999999999998,43.0
2225,passed,fast,0.0,22.8,43.0
2226,passed,slow,42.599999999999994,222.6,43.0
2227,passed,fast,0.0,79.80000000000001,43.0
2228,passed,slow,117.0,477.0,43.0
2229,passed,slow,45.0,225.0,31.0
2230,passed,normal,0.0,319.20000000000005,31.0
2231,passed,slow,194.39999999999998,554.4,31.0
2232,passed,fast,0.0,45.3,31.0
2233,passed,fast,0.0,168.0,31.0
2234,passed,fast,0.0,87.0,31.0
2235,passed,slow,9.600000000000023,189.60000000000002,31.0
2236,passed,normal,0.0,79.2,31.0
2237,passed,fast,0.0,97.2,31.0
2238,passed,slow,276.6,456.6,31.0
2239,passed,fast,0.0,52.2,31.0
2240,passed,slow,331.2,511.2,31.0
2241,passed,normal,0.0,64.80000000000001,31.0
2242,passed,fast,0.0,55.2,31.0
2243,passed,normal,0.0,106.8,31.0
2244,passed,slow,16.80000000000001,376.8,31.0
2245,passed,fast,0.0,182.4,31.0
2246,passed,normal,0.0,492.9,50.0
2247,passed,fast,0.0,30.6,50.0
2248,passed,slow,284.4,644.4,50.0
2249,passed,normal,0.0,279.6,50.0
2250,passed,slow,55.80000000000001,235.8,50.0
2251,passed,normal,0.0,256.8,50.0
2252,passed,normal,0.0,302.4,50.0
2253,passed,fast,0.0,34.2,50.0
2254,passed,normal,0.0,111.60000000000001,50.0
2255,passed,fast,0.0,145.8,50.0
2256,passed,normal,0.0,91.2,50.0
2257,passed,fast,0.0,130.2,50.0
2258,passed,normal,0.0,286.8,50.0
2259,passed,normal,0.0,244.20000000000002,50.0
2260,passed,fast,0.0,149.4,50.0
2261,passed,fast,0.0,43.800000000000004,50.0
2262,passed,normal,0.0,148.8,50.0
2263,passed,normal,0.0,97.2,50.0
2264,passed,slow,102.0,462.0,50.0
2265,passed,slow,183.59999999999997,363.59999999999997,50.0
2266,passed,fast,0.0,27.6,50.0
2267,passed,fast,0.0,42.6,50.0
2268,passed,normal,0.0,147.6,50.0
2269,passed,slow,118.80000000000001,298.8,50.0
2270,passed,fast,0.0,33.0,50.0
2271,passed,fast,0.0,52.800000000000004,50.0
2272,passed,fast,0.0,152.4,50.0
2273,Not passed,fast,0.0,0.0,54.0
2274,passed,slow,84.0,264.0,54.0
2275,Not passed,fast,0.0,179.4,54.0
2276,passed,normal,0.0,250.79999999999998,54.0
2277,passed,fast,0.0,79.80000000000001,54.0
2278,passed,fast,0.0,239.4,54.0
2279,Not passed,fast,0.0,207.75,54.0
2280,passed,fast,0.0,53.400000000000006,54.0
2281,passed,fast,0.0,53.400000000000006,54.0
2282,passed,normal,0.0,263.7,54.0
2283,passed,fast,0.0,15.600000000000001,54.0
2284,passed,fast,0.0,123.60000000000001,54.0
2285,passed,slow,172.8,352.8,54.0
2286,passed,fast,0.0,91.2,54.0
2287,passed,normal,0.0,279.6,54.0
2288,passed,fast,0.0,120.0,54.0
2289,passed,fast,0.0,225.0,54.0
2290,passed,fast,0.0,117.0,54.0
2291,passed,slow,462.6,642.6,54.0
2292,passed,normal,0.0,177.6,54.0
2293,passed,normal,0.0,248.7,54.0
2294,passed,fast,0.0,45.0,54.0
2295,passed,fast,0.0,63.6,54.0
2296,passed,fast,0.0,56.400000000000006,54.0
2297,passed,slow,112.80000000000001,292.8,54.0
2298,passed,fast,0.0,4.8,54.0
2299,passed,fast,0.0,51.300000000000004,54.0
2300,passed,fast,0.0,46.2,54.0
2301,passed,fast,0.0,215.39999999999998,54.0
2302,passed,normal,0.0,326.40000000000003,24.0
2303,passed,fast,0.0,191.4,24.0
2304,passed,normal,0.0,105.6,24.0
2305,passed,normal,0.0,179.4,24.0
2306,passed,normal,0.0,253.8,24.0
2307,passed,slow,262.2,442.2,24.0
2308,passed,fast,0.0,210.6,24.0
2309,passed,slow,160.2,340.2,24.0
2310,passed,slow,63.599999999999966,243.59999999999997,24.0
2311,passed,normal,0.0,139.8,24.0
2312,passed,slow,25.80000000000001,205.8,24.0
2313,passed,fast,0.0,103.8,24.0
2314,passed,slow,78.0,438.0,24.0
2315,passed,fast,0.0,200.39999999999998,49.0
2316,passed,slow,271.19999999999993,631.1999999999999,49.0
2317,passed,slow,241.19999999999993,601.1999999999999,49.0
2318,passed,fast,0.0,49.800000000000004,49.0
2319,passed,fast,0.0,19.8,49.0
2320,passed,fast,0.0,152.4,49.0
2321,passed,fast,0.0,202.79999999999998,49.0
2322,passed,slow,1131.0,1311.0,49.0
2323,passed,slow,40.19999999999999,400.2,49.0
2324,passed,fast,0.0,27.6,49.0
2325,passed,fast,0.0,119.4,49.0
2326,passed,fast,0.0,98.39999999999999,49.0
2327,passed,fast,0.0,79.2,49.0
2328,passed,fast,0.0,29.400000000000002,49.0
2329,passed,fast,0.0,207.0,49.0
2330,passed,fast,0.0,21.6,49.0
2331,passed,fast,0.0,39.6,49.0
2332,passed,fast,0.0,126.0,49.0
2333,passed,slow,362.4,542.4,49.0
2334,passed,slow,113.39999999999998,473.4,49.0
2335,passed,slow,364.79999999999995,544.8,49.0
2336,passed,normal,0.0,93.60000000000001,49.0
2337,passed,slow,54.0,234.0,49.0
2338,passed,normal,0.0,136.2,49.0
2339,passed,fast,0.0,174.0,49.0
2340,passed,slow,204.0,564.0,49.0
2341,passed,slow,247.20000000000005,607.2,24.0
2342,passed,fast,0.0,207.0,24.0
2343,passed,fast,0.0,57.6,24.0
2344,passed,slow,23.400000000000006,203.4,24.0
2345,passed,fast,0.0,54.0,24.0
2346,passed,normal,0.0,174.0,24.0
2347,passed,fast,0.0,66.60000000000001,24.0
2348,passed,normal,0.0,147.0,24.0
2349,passed,fast,0.0,43.800000000000004,24.0
2350,passed,slow,912.0,1092.0,24.0
2351,passed,fast,0.0,55.800000000000004,24.0
2352,passed,fast,0.0,69.6,24.0
2353,passed,slow,9.600000000000023,369.6,24.0
2354,passed,fast,0.0,54.6,22.0
2355,passed,slow,81.0,261.0,22.0
2356,passed,normal,0.0,67.2,22.0
2357,passed,fast,0.0,104.4,22.0
2358,passed,normal,0.0,147.6,22.0
2359,passed,fast,0.0,233.4,22.0
2360,passed,slow,195.59999999999997,375.59999999999997,22.0
2361,passed,slow,229.20000000000005,409.20000000000005,22.0
2362,passed,slow,183.0,363.0,22.0
2363,passed,slow,220.2,400.2,22.0
2364,passed,slow,41.400000000000034,401.40000000000003,22.0
2365,passed,slow,71.40000000000003,431.40000000000003,22.0
2366,Not passed,fast,0.0,0.0,49.0
2367,passed,normal,0.0,306.6,49.0
2368,passed,slow,203.4000000000001,563.4000000000001,49.0
2369,passed,slow,91.80000000000001,271.8,49.0
2370,passed,slow,58.80000000000001,418.8,49.0
2371,passed,normal,0.0,325.79999999999995,49.0
2372,passed,slow,81.60000000000002,441.6,49.0
2373,passed,slow,124.20000000000005,304.20000000000005,49.0
2374,passed,fast,0.0,135.0,49.0
2375,passed,normal,0.0,162.6,49.0
2376,passed,slow,1.1999999999999886,361.2,49.0
2377,passed,fast,0.0,141.0,49.0
2378,passed,normal,0.0,287.4,49.0
2379,passed,slow,71.40000000000003,431.40000000000003,49.0
2380,passed,fast,0.0,156.6,49.0
2381,passed,slow,198.59999999999997,378.59999999999997,49.0
2382,passed,slow,294.6,474.6,49.0
2383,passed,fast,0.0,169.8,49.0
2384,passed,slow,46.79999999999998,226.79999999999998,49.0
2385,passed,fast,0.0,213.6,49.0
2386,passed,normal,0.0,147.0,49.0
2387,passed,slow,146.70000000000005,326.70000000000005,49.0
2388,passed,slow,70.19999999999999,250.2,49.0
2389,passed,slow,78.59999999999997,258.59999999999997,49.0
2390,passed,fast,0.0,211.2,49.0
2391,passed,fast,0.0,210.0,49.0
2392,passed,slow,59.400000000000006,239.4,50.0
2393,passed,normal,0.0,83.39999999999999,59.0
2394,passed,slow,148.8,328.8,59.0
2395,passed,normal,0.0,115.8,59.0
2396,passed,slow,547.8000000000001,727.8000000000001,50.0
2397,passed,fast,0.0,27.0,49.0
2398,passed,slow,386.1,566.1,49.0
2399,passed,fast,0.0,227.4,47.0
2400,passed,slow,10.199999999999989,370.2,47.0
2401,passed,normal,0.0,156.6,47.0
2402,passed,slow,63.0,423.0,47.0
2403,passed,normal,0.0,276.0,47.0
2404,passed,fast,0.0,96.0,47.0
2405,passed,slow,244.20000000000005,424.20000000000005,47.0
2406,passed,fast,0.0,219.0,47.0
2407,passed,fast,0.0,23.400000000000002,47.0
2408,passed,slow,11.849999999999966,371.84999999999997,47.0
2409,passed,normal,0.0,261.6,47.0
2410,passed,slow,55.19999999999999,415.2,47.0
2411,passed,slow,734.4000000000001,1094.4,47.0
2412,passed,fast,0.0,39.0,47.0
2413,passed,normal,0.0,88.2,47.0
2414,passed,slow,743.4000000000001,923.4000000000001,47.0
2415,passed,fast,0.0,106.2,47.0
2416,passed,slow,34.80000000000001,214.8,47.0
2417,passed,slow,354.6,714.6,47.0
2418,passed,fast,0.0,22.8,47.0
2419,passed,fast,0.0,28.8,47.0
2420,passed,normal,0.0,96.0,47.0
2421,passed,normal,0.0,163.8,47.0
2422,passed,fast,0.0,80.4,47.0
2423,passed,fast,0.0,28.8,47.0
2424,Not passed,slow,167.39999999999998,347.4,36.0
2425,passed,fast,0.0,196.79999999999998,36.0
2426,passed,slow,126.60000000000002,306.6,36.0
2427,passed,normal,0.0,267.9,36.0
2428,passed,fast,0.0,225.6,36.0
2429,passed,slow,64.80000000000001,424.8,36.0
2430,passed,fast,0.0,44.400000000000006,36.0
2431,passed,fast,0.0,237.0,36.0
2432,passed,normal,0.0,250.5,36.0
2433,passed,normal,0.0,118.8,36.0
2434,passed,fast,0.0,42.00000000000001,36.0
2435,passed,slow,8.400000000000006,188.4,36.0
2436,passed,fast,0.0,139.2,36.0
2437,passed,slow,109.80000000000001,289.8,36.0
2438,passed,normal,0.0,84.6,36.0
2439,passed,normal,0.0,122.4,36.0
2440,passed,normal,0.0,94.2,36.0
2441,passed,fast,0.0,55.2,36.0
2442,passed,fast,0.0,66.60000000000001,36.0
2443,passed,fast,0.0,217.20000000000002,28.0
2444,passed,fast,0.0,98.39999999999999,28.0
2445,passed,fast,0.0,73.2,28.0
2446,passed,fast,0.0,298.2,28.0
2447,passed,slow,168.0,348.0,28.0
2448,passed,slow,88.80000000000001,268.8,28.0
2449,passed,normal,0.0,327.6,28.0
2450,passed,normal,0.0,63.6,28.0
2451,passed,slow,457.20000000000005,817.2,28.0
2452,passed,slow,285.59999999999997,465.59999999999997,28.0
2453,passed,normal,0.0,166.2,28.0
2454,passed,normal,0.0,180.0,28.0
2455,passed,slow,166.8,346.8,28.0
2456,passed,fast,0.0,78.60000000000001,28.0
2457,passed,fast,0.0,78.60000000000001,28.0
2458,Not passed,slow,89.40000000000003,449.40000000000003,39.0
2459,passed,slow,129.60000000000002,489.6,39.0
2460,passed,slow,304.49999999999994,484.49999999999994,39.0
2461,passed,slow,282.0000000000001,642.0000000000001,39.0
2462,passed,normal,0.0,103.2,39.0
2463,passed,slow,177.75,537.75,39.0
2464,passed,slow,415.20000000000005,775.2,39.0
2465,passed,normal,0.0,324.6,39.0
2466,passed,slow,48.0,408.0,39.0
2467,passed,fast,0.0,373.2,39.0
2468,passed,slow,265.2,445.2,39.0
2469,passed,slow,483.0,663.0,39.0
2470,passed,fast,0.0,156.6,39.0
2471,passed,slow,153.59999999999997,333.59999999999997,39.0
2472,passed,slow,23.69999999999999,383.7,39.0
2473,passed,slow,277.95000000000005,457.95000000000005,39.0
2474,passed,slow,430.79999999999995,610.8,39.0
2475,passed,normal,0.0,145.2,39.0
2476,passed,slow,45.599999999999994,225.6,39.0
2477,passed,fast,0.0,162.0,39.0
2478,passed,slow,416.4000000000001,776.4000000000001,39.0
2479,passed,slow,612.6,792.6,53.0
2480,Not passed,slow,99.60000000000002,279.6,53.0
2481,Not passed,fast,0.0,0.0,53.0
2482,passed,slow,690.0,870.0,56.0
2483,passed,slow,1204.2,1384.2,43.0
2484,passed,slow,721.8000000000001,901.8000000000001,52.0
2485,passed,slow,107.39999999999998,287.4,52.0
2486,passed,slow,1327.8,1507.8,46.0
2487,passed,slow,267.6,447.6,36.0
2488,passed,slow,2038.1999999999998,2218.2,22.0
2489,passed,slow,981.5999999999999,1161.6,21.0
2490,passed,slow,410.4,590.4,21.0
2491,passed,slow,2383.8,2563.8,47.0
2492,passed,slow,474.0,654.0,47.0
2493,passed,slow,2532.6,2712.6,47.0
2494,passed,slow,1662.6000000000001,1842.6000000000001,47.0
2495,passed,slow,1103.4,1283.4,49.0
2496,passed,slow,1190.1000000000001,1370.1000000000001,49.0
2497,passed,slow,1968.6000000000004,2148.6000000000004,33.0
2498,passed,slow,1156.8000000000002,1336.8000000000002,33.0
2499,passed,slow,1076.4,1256.4,39.0
2500,passed,slow,441.0,621.0,39.0
2501,passed,slow,1308.6000000000001,1488.6000000000001,35.0
2502,passed,slow,972.0,1152.0,35.0
2503,passed,slow,1810.5000000000002,1990.5000000000002,21.0
2504,passed,slow,5403.0,5583.0,57.0
2505,passed,slow,2335.8,2515.8,57.0
2506,passed,slow,3790.2000000000003,3970.2000000000003,57.0
2507,Not passed,slow,1301.4,1481.4,54.0
2508,passed,slow,1699.2,1879.2,54.0
2509,passed,slow,2866.8,3046.8,49.0
2510,passed,slow,5607.6,5787.6,49.0
2511,passed,slow,4320.0,4500.0,49.0
2512,passed,slow,139.8,319.8,49.0
2513,passed,slow,2559.0,2919.0,49.0
2514,passed,slow,1232.3999999999999,1592.3999999999999,49.0
2515,passed,slow,2305.8,2665.8,49.0
2516,passed,slow,1483.8,1663.8,49.0
2517,passed,slow,1413.6000000000001,1773.6000000000001,49.0
2518,passed,slow,2740.2000000000003,3100.2000000000003,49.0
2519,passed,slow,2547.9,2907.9,49.0
2520,passed,slow,3124.7999999999997,3304.7999999999997,49.0
2521,passed,slow,3015.6000000000004,3195.6000000000004,49.0
2522,passed,slow,3097.8,3457.8,49.0
2523,passed,slow,1803.0000000000005,2163.0000000000005,49.0
2524,passed,slow,1599.6000000000001,1959.6000000000001,49.0
2525,passed,slow,1280.4,1640.4,49.0
2526,passed,slow,1308.0,1668.0,49.0
2527,passed,slow,2561.4,3101.4,49.0
2528,passed,slow,6066.6,6246.6,49.0
2529,passed,slow,1778.4,1958.4,49.0
2530,passed,slow,33.599999999999966,393.59999999999997,49.0
2531,passed,slow,1670.4,1850.4,49.0
2532,passed,slow,1324.8000000000002,1684.8000000000002,49.0
2533,passed,slow,271.8,451.8,49.0
2534,passed,slow,1786.8000000000002,1966.8000000000002,49.0
2535,passed,slow,79.20000000000005,259.20000000000005,49.0
2536,passed,slow,222.0,402.0,49.0
2537,passed,slow,2459.4,2819.4,49.0
2538,passed,slow,1332.6000000000001,1692.6000000000001,49.0
2539,passed,slow,2862.0,3042.0,21.0
2540,passed,slow,1566.6,1746.6,21.0
2541,passed,slow,2900.4,3260.4,21.0
2542,passed,slow,1809.0,1989.0,21.0
2543,passed,slow,1465.2,1825.2,21.0
2544,passed,slow,1696.8000000000002,1876.8000000000002,21.0
2545,passed,slow,2722.2000000000003,2902.2000000000003,21.0
2546,passed,slow,1418.4,1598.4,21.0
2547,passed,slow,1436.4,1616.4,21.0
2548,passed,slow,1056.6,1416.6,21.0
2549,passed,slow,1384.2,1744.2,21.0
2550,passed,slow,2486.4,2846.4,28.0
2551,passed,slow,1286.4,1646.4,28.0
2552,passed,slow,1036.8000000000002,1396.8000000000002,28.0
2553,passed,slow,2163.6000000000004,2703.6000000000004,28.0
2554,passed,slow,2757.6,2937.6,28.0
2555,passed,slow,3202.2000000000003,3382.2000000000003,28.0
2556,passed,slow,2598.0000000000005,2958.0000000000005,28.0
2557,passed,slow,1449.0000000000002,1629.0000000000002,28.0
2558,passed,slow,1881.0,2241.0,28.0
2559,passed,slow,3058.2,3238.2,28.0
2560,passed,slow,2619.0,2799.0,28.0
2561,passed,slow,1615.8,1795.8,28.0
2562,passed,slow,2592.0,2772.0,28.0
2563,passed,slow,1148.4,1508.4,28.0
2564,passed,slow,4190.400000000001,4550.400000000001,28.0
2565,Not passed,fast,0.0,0.0,32.0
2566,passed,slow,2755.8,2935.8,32.0
2567,passed,slow,1210.2,1570.2,32.0
2568,passed,slow,103.80000000000001,463.8,32.0
2569,passed,slow,1059.6,1419.6,32.0
2570,passed,slow,1483.2,1843.2,32.0
2571,passed,slow,1530.0,2070.0,32.0
2572,passed,normal,0.0,135.0,32.0
2573,passed,slow,1780.2,1960.2,32.0
2574,passed,slow,3106.8,3466.8,32.0
2575,passed,slow,1654.8000000000002,1834.8000000000002,32.0
2576,passed,slow,1646.3999999999999,2006.3999999999999,32.0
2577,passed,slow,1737.6000000000001,1917.6000000000001,32.0
2578,passed,slow,3102.0,3282.0,32.0
2579,passed,slow,2707.2000000000003,2887.2000000000003,32.0
2580,passed,slow,1923.0000000000005,2103.0000000000005,32.0
2581,passed,slow,1675.2,2035.2,32.0
2582,passed,slow,2638.8,2998.8,32.0
2583,passed,slow,588.0,768.0,40.0
2584,passed,fast,0.0,56.7,40.0
2585,passed,slow,534.6,714.6,43.0
2586,passed,slow,507.6,687.6,43.0
2587,passed,slow,813.0,993.0,43.0
2588,passed,slow,251.40000000000003,431.40000000000003,43.0
2589,passed,slow,761.4000000000001,941.4000000000001,49.0
2590,passed,normal,0.0,122.99999999999999,49.0
2591,passed,slow,645.0,825.0,28.0
2592,passed,slow,762.6,942.6,22.0
2593,passed,slow,801.5999999999999,981.5999999999999,40.0
2594,passed,slow,636.6,816.6,40.0
2595,passed,normal,0.0,445.79999999999995,22.0
2596,passed,slow,1848.0000000000002,2028.0000000000002,22.0
2597,passed,slow,212.10000000000002,392.1,22.0
